True SPO,Unamb SPO,MSE,Elapsed,Epochs
0.0013022411932364839,0.001302243691141869,3.967023141860962,30.911182403564453,4.0
0.000986741281616395,0.00098674442685638,4.00819242477417,30.991230010986328,4.0
0.0016480002429723067,0.0016480043177726073,4.481288600921631,31.925899744033813,4.0
0.0014528288532653269,0.0014528314431991372,4.1209727478027345,31.32451105117798,4.0
0.0013602295621352896,0.0013602321354461743,3.748420322418213,31.263999700546265,4.0
0.0011227488433814222,0.0011227515130959912,4.422969718933105,31.27426505088806,4.0
0.0008109943951232242,0.0008109973888229579,4.177925140380859,31.216328144073486,4.0
0.0010074352210875923,0.0010074378742954665,4.027410205841065,31.132416248321533,4.0
0.001101518395373484,0.0011015213412800468,4.277822729110718,31.137197494506836,4.0
0.0008747734683925476,0.000874776699354822,3.9667031383514404,31.747754335403442,4.0
